,Unnamed: 0,Unnamed: 0.1,NUMBER,ALPHA_J2000,DELTA_J2000,galex_FUV,galex_NUV,subaru_B,subaru_V,subaru_r,subaru_ip,subaru_zpp,ultravista_J,ultravista_H,ultravista_Ks,spitzer_irac_ch1,spitzer_irac_ch2,galex_FUV_err,galex_NUV_err,subaru_B_err,subaru_V_err,subaru_r_err,subaru_ip_err,subaru_zpp_err,ultravista_J_err,ultravista_H_err,ultravista_Ks_err,spitzer_irac_ch1_err,spitzer_irac_ch2_err,OFFSET_MAG,PHOTOZ,TYPE,ZPDF,MASS_BEST,MASS_MED,MASS_MED_MIN68,MASS_MED_MAX68,AGE,SFR_BEST,SFR_MED,SFR_MED_MIN68,SFR_MED_MAX68,SSFR_BEST,SSFR_MED,SSFR_MED_MIN68,SSFR_MED_MAX68,CLASS
223,22681,454638,339669,149.70293,1.8031,0.687403,1.86763,1.55049,3.3130800000000002,4.46645,5.32585,7.1576,7.91255,8.61968,9.944180000000001,10.0913,8.50705,0.330884,0.093356,0.038262,0.075749,0.062557,0.054312,0.039278,0.075213,0.10898599999999999,0.097859,0.127762,0.146982,-0.11256,0.4853,0,0.4853,9.39621,9.38544,9.33815,9.42855,1015190000.0,0.70476,0.71014,0.6331899999999999,0.77978,-8.69145,-8.68618,-8.766110000000001,-8.60657,1
224,45102,934772,681989,149.56878999999995,2.33522,0.031116,0.153401,0.103774,0.185318,0.24937199999999998,0.389866,0.459636,0.541505,0.563299,0.338215,0.522332,0.393086,0.038708,0.068845,0.013385,0.025399,0.020279,0.026264999999999997,0.034806000000000004,0.12368399999999999,0.14571900000000002,0.236711,0.051346,0.087963,0.060289999999999996,0.7247,0,0.7247,8.49337,8.424719999999999,8.31754,8.52401,806396000.0,-0.9296,-0.38671,-0.7420800000000001,-0.13571,-9.42297,-8.828510000000003,-9.27159,-8.486839999999999,1
225,693,24879,635632,150.67947,2.26478,0.18251199999999998,0.421288,0.390164,0.9449209999999999,1.2377200000000002,1.7562400000000002,2.34402,2.6553400000000003,3.0215099999999997,3.39175,2.67603,2.19446,0.035098000000000004,0.077635,0.021906000000000002,0.043697,0.035396,0.036561,0.040835,0.11196400000000001,0.134562,0.22265100000000002,0.077222,0.07353,-0.00601,0.4933,0,0.4933,8.965580000000003,8.987919999999997,8.92044,9.09586,1278050000.0,-0.0037600000000000003,-0.11122,-0.35711,0.04986,-8.969339999999997,-9.09407,-9.46342,-8.922080000000003,1
226,18182,388318,763900,149.7372,2.4586799999999998,0.12063199999999999,0.14109000000000002,0.382687,0.9386549999999999,1.17446,1.55188,2.02393,2.06471,2.1686799999999997,2.64652,1.20745,0.9587389999999999,0.041369,0.068439,0.021041999999999998,0.043364,0.036135,0.035399,0.038515,0.071293,0.105491,0.091322,0.052882000000000005,0.063826,0.006409999999999999,0.1517,0,0.1517,8.02692,8.06074,7.96984,8.16259,5000000000.0,-2.16738,-2.22632,-2.3509,-2.03896,-10.1943,-10.2639,-10.4292,-10.1445,1
227,567,20010,624854,149.82305,2.24969,0.058983,0.056091999999999996,0.137919,0.202904,0.211191,0.176271,0.26102,0.23098400000000002,0.203571,0.212932,0.12144200000000001,-0.002878,0.048166,0.058420000000000014,0.014421999999999999,0.027569,0.020163999999999998,0.031798,0.034705,0.06854600000000001,0.099508,0.086649,0.043581,0.073139,-0.04799,0.0884,0,0.0884,5.8431,7.012760000000001,7.00408,7.021439999999999,160896000.0,-2.27667,-2.5625,-2.85487,-2.24716,-8.119760000000001,-8.29852,-8.67342,-7.94468,1
228,50925,1038055,352190,149.80067,1.82725,2.45539,3.5390900000000003,8.29164,25.2649,32.7834,46.2681,68.4734,93.8031,108.26700000000001,109.59700000000001,119.285,85.4106,0.084237,0.09371399999999999,0.08669,0.20326,0.165545,0.15052100000000002,0.052288,0.079724,0.11483900000000001,0.102404,0.403021,0.3074,-0.4724,0.1313,0,0.1313,10.0121,9.94541,9.91141,9.982380000000001,6500000000.0,-0.71986,-0.79005,-0.8650200000000001,-0.71508,-10.732,-10.691,-10.765,-10.6229,1
229,40161,787395,424212,149.9304,1.9402,0.098861,0.026524000000000002,0.09600299999999999,0.147161,0.119485,0.132821,0.15138,0.316703,0.40918499999999997,-0.003855,0.311743,0.057097,0.044012,0.072991,0.013178,0.025809,0.019831,0.020630000000000003,0.034024,0.102868,0.13131900000000002,0.096037,0.024990000000000002,0.053741,0.0143,1.1002,0,1.1002,7.9088699999999985,8.06198,7.89102,8.246369999999999,50000000.0,0.28462,-0.05309,-0.33154,0.12539,-7.62425,-8.095369999999999,-8.54285,-7.75122,1
230,38608,769231,396625,150.73434,1.89625,0.09095700000000001,0.06566699999999999,0.102127,0.137327,0.130938,0.192642,0.24148899999999998,0.21448499999999998,0.509256,0.003088,0.236129,0.469695,0.056272,0.052675,0.014703,0.023365,0.01911,0.024485,0.034717000000000005,0.159597,0.2007,0.32410700000000003,0.024561000000000003,0.038044,0.03352,1.3299,0,1.3299,7.87639,8.29429,8.11689,8.48113,50000000.0,0.53904,0.08912,-0.12355999999999999,0.2442300000000001,-7.3373399999999975,-8.18295,-8.59496,-7.90068,1
231,2794,92089,750424,150.09845,2.43657,0.214304,2.31302,2.17618,3.55568,4.60048,6.37298,7.365760000000001,9.18795,11.2488,14.4291,19.2142,15.2291,0.045495,0.09757300000000001,0.044755,0.077454,0.062718,0.056516,0.031310000000000004,0.070104,0.10376400000000001,0.091486,0.10181,0.058253999999999986,-0.12643,0.6599,0,0.6599,9.59717,9.59132,9.55718,9.630889999999999,404154000.0,1.36857,1.37745,1.3091899999999999,1.4587299999999999,-8.2286,-8.200510000000001,-8.26878,-8.13215,1
232,17542,370976,709748,150.10015,2.37502,0.033997,0.45823,0.758318,1.1405399999999999,1.1167,1.57008,2.4384900000000003,2.92403,3.0942,3.6247300000000013,4.70235,3.8433900000000003,0.039337000000000004,0.055075,0.027027999999999996,0.045875,0.032573000000000005,0.03123,0.03134,0.07485900000000001,0.11053800000000001,0.096846,0.040852,0.022602,-0.04222,1.1247,0,1.1247,9.50817,9.51458,9.464739999999999,9.56333,453469000.0,1.2261,1.2002899999999999,1.1265399999999999,1.27095,-8.282060000000001,-8.285739999999999,-8.36912,-8.21493,1
233,40774,794595,446130,149.79876000000004,1.9746099999999998,0.136094,0.150346,0.309469,0.704348,0.9550850000000001,1.2516200000000002,1.64735,1.87968,2.07709,2.36286,1.4658799999999998,1.22692,0.045204,0.060301,0.019631,0.037695,0.032587,0.03216,0.034056,0.067909,0.098446,0.086725,0.065983,0.066755,-0.00079,0.4489,0,0.4489,8.80131,8.771189999999999,8.68095,8.89247,3500000000.0,-0.87145,-0.64218,-0.8883,-0.37326,-9.67277,-9.43237,-9.75624,-9.071769999999999,1
234,36341,737997,333456,149.79476,1.79597,0.130556,0.21377800000000002,0.14674700000000002,0.219466,0.326077,0.423124,0.512035,0.506761,0.572005,0.745742,0.5370520000000001,0.713942,0.041088,0.055917999999999995,0.014825999999999999,0.025427,0.023536,0.025764,0.038144,0.072797,0.10635399999999999,0.096674,0.055314999999999996,0.079261,-0.12309,0.5201,0,0.5201,8.45917,8.304210000000001,8.15127,8.45852,2600000000.0,-0.8540700000000001,-0.56193,-0.85756,-0.21193,-9.313239999999999,-8.866430000000003,-9.31007,-8.36485,1
235,32568,680271,758094,150.04332,2.4498599999999997,0.070224,0.235308,0.299442,0.751992,1.0213,1.40219,1.87802,2.4231700000000003,2.62324,2.9887099999999998,2.24484,1.75662,0.043576,0.053225,0.018172999999999998,0.039008999999999995,0.031309,0.030057,0.029771,0.06607,0.093225,0.09314,0.059517999999999995,0.044576,0.00049,0.4601,0,0.4601,8.95279,8.9804,8.88896,9.08955,3000000000.0,-0.54601,-0.47958,-0.63793,-0.24965,-9.4988,-9.49789,-9.68101,-9.13979,1
236,24093,475094,928489,149.95199,2.7103900000000003,0.08520599999999999,0.041685,0.12314800000000001,0.23620100000000002,0.280044,0.426069,0.6138140000000001,0.681307,0.635692,1.05529,0.903385,0.777738,0.046511000000000004,0.06686,0.013678000000000001,0.026213,0.021366,0.024875,0.033218,0.109578,0.13830499999999998,0.23427399999999998,0.069471,0.09573,-0.018940000000000002,0.716,0,0.716,8.69443,8.612969999999999,8.50192,8.72071,1434000000.0,-0.27616999999999997,-0.1637,-0.38977,0.11242,-8.97059,-8.77403,-9.09094,-8.410789999999999,1
237,44834,923162,650902,149.74972,2.28917,0.0694,0.009045000000000001,0.10873900000000004,0.164631,0.127656,0.144488,0.177318,0.338733,0.174267,0.267466,0.30377600000000005,-0.068976,0.056798,0.06783,0.013835,0.02609,0.021059,0.025107,0.035447,0.07392699999999999,0.10935,0.096068,0.030236000000000002,0.07562200000000001,-0.04841,1.6322,0,1.6322,8.48563,8.42844,8.22905,8.59093,286119000.0,0.43861999999999995,0.4402,0.17618,0.5534100000000001,-8.04701,-7.993139999999999,-8.37369,-7.65137,1
238,33733,700128,230817,149.50771,1.6311799999999999,0.08113,0.13785899999999998,0.257847,0.8048,1.0270299999999999,1.1891100000000001,1.4682,1.5737,1.6735099999999998,1.63339,0.9612360000000001,0.6311720000000001,0.048316000000000005,0.062852,0.017735,0.040257,0.032144,0.032163,0.038209,0.156032,0.21148899999999998,0.256247,0.113633,0.182323,-0.02607,0.3693,0,0.3693,8.476360000000001,8.43905,8.40313,8.48281,1015190000.0,-1.25404,-1.24769,-1.35026,-1.12832,-9.7304,-9.66136,-9.75312,-9.57876,1
239,57367,1142030,547106,149.92532,2.12945,0.269356,0.5259659999999999,1.8223900000000002,8.70138,13.894,23.9773,39.7655,76.0466,110.49,160.51,237.472,224.62400000000002,0.048683,0.077525,0.041169,0.11997999999999999,0.107778,0.10675599999999999,0.041444,0.09957200000000001,0.12398699999999999,0.209508,0.655061,0.599436,-0.6401,0.26,0,0.26,10.7236,10.75,10.716,10.784,4000000000.0,0.2487,0.3,0.232,0.368,-10.4749,-10.5,-10.568,-10.432,1
