,ObjID,mjd,ra,dec,z,zErr,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,modelFluxIvar_u,modelFluxIvar_g,modelFluxIvar_r,modelFluxIvar_i,modelFluxIvar_z
806,1237645941297513327,51078,63.1217890326857,-1.10909964409778,0.602967,0.098462,0.357038,0.2947763,0.7282908,1.9658639999999998,1.700852,20.7094,74.06936999999999,37.13564,16.48678,1.20833
807,1237645941297513341,51078,63.1390106182532,-1.05859212389485,0.169476,0.129188,0.23199770000000003,0.6105828000000001,1.6573830000000003,4.717641,3.482332,3.8991830000000003,12.75756,6.115278,2.7725049999999998,0.21224899999999997
808,1237645941297513404,51078,63.1272933204481,-1.15082808152318,0.262786,0.085108,13.64489,13.87014,30.72164,28.3799,29.38744,0.06804064,0.2027362,0.11030610000000002,0.04409957,0.003644669
809,1237645941297578527,51078,63.2128644493688,-1.08491072254634,0.46609399999999995,0.031216000000000004,-0.22250810000000001,-0.02353988,1.055358,2.287482,3.450385,26.70519,99.28761999999999,47.80973,19.95549,1.467965
810,1237645941297054480,51078,62.1261528076244,-1.16120546928359,0.731798,0.042989,0.1810464,0.05305523,0.8149717,2.49898,4.128085,22.74706,88.65718000000001,38.45748,16.11078,1.258667
811,1237645941297054583,51078,62.088533810042705,-1.09618226127866,0.681235,0.08074400000000001,0.23285920000000002,0.08137496,0.5736308000000001,1.586595,4.911422,25.04561,102.4723,46.665820000000004,19.740479999999998,1.48306
812,1237645941297119420,51078,62.1907051348174,-1.1446741064367099,0.176255,0.06328099999999999,0.1430483,1.329933,2.397636,1.472609,0.2861941,6.856711,17.53649,10.11941,4.6318,0.3577047
813,1237645941297119493,51078,62.253006634092706,-1.189861064541,0.158557,0.023209999999999998,5.905607,33.70967,88.23147,131.0613,178.1895,5.839633,10.554160000000001,3.8447459999999998,1.848701,0.22114120000000004
814,1237645941297119547,51078,62.2671133257169,-1.14361115213785,0.387444,0.06624,0.01823029,0.7348924,3.934044,7.0757710000000005,7.632998,23.860039999999998,74.89863000000001,31.88174,13.586720000000001,1.173713
815,1237645941297119756,51078,62.197363072247,-1.14441647701875,0.914009,0.086623,0.5174147,0.4776182,0.5140059,2.0006939999999998,2.7810029999999997,18.4848,62.981480000000005,30.696620000000003,12.6326,1.0005190000000002
816,1237645941297119966,51078,62.216197374015294,-1.06950399627768,0.299844,0.067074,0.553258,0.3949722,1.422124,1.162004,1.631505,19.77049,72.44541,33.23,14.96197,1.189943
817,1237645941297119993,51078,62.23838266835,-1.2191548665056298,0.469384,0.07836,0.34318540000000003,0.40437,1.343423,1.853489,2.0163330000000004,17.99315,62.44361,27.9039,11.81371,0.9534403
818,1237645941297120003,51078,62.245794347418794,-1.12662570685069,0.481407,0.049955,0.24223089999999997,0.45682510000000004,2.2723869999999997,5.175586,7.762242999999999,20.50197,72.20913,32.207,13.4698,1.087642
819,1237645941297120141,51078,62.246389583362706,-1.12475278653566,0.344337,0.139284,0.11918689999999998,0.2414643,0.6579166999999999,1.576514,0.1578947,21.41667,74.42026,35.19876,14.61491,1.164411
820,1237645941297120205,51078,62.1643072143058,-1.12273076491595,0.524221,0.14311,0.3869906,0.139652,0.3090873,1.551186,-0.6165758000000001,18.37269,69.37907,32.19727,13.61082,1.097656
822,1237645941297185303,51078,62.340883211291505,-1.16917540815429,0.311261,0.082307,1.1185559999999999,3.154731,9.275164,15.53691,21.25754,11.73508,36.7719,16.12908,7.34818,0.6197590000000001
823,1237645941297185353,51078,62.3717104870973,-1.14814343181147,0.536201,0.11686700000000001,0.5754699000000001,0.7781059,1.5441989999999999,2.145202,2.434473,21.92279,77.25065,37.36079,17.02269,1.352476
824,1237645941297185400,51078,62.4125027163259,-1.11464409587429,0.181649,0.06082100000000001,0.7688363,2.840375,5.4002360000000005,7.635768,8.18685,14.47296,45.54741,22.11228,10.453289999999999,0.8539841
825,1237645941297185488,51078,62.307268679705,-1.1416521768881298,0.542744,0.050032,-0.10183610000000001,0.1439965,0.8584079,2.4020900000000003,3.2921839999999998,26.91961,95.43436,44.6122,18.38662,1.455166
826,1237645941297185593,51078,62.39861635083221,-1.07849315054817,0.54125,0.03979,0.725905,0.45052,3.4126309999999997,8.807115,12.16135,9.215218,34.831720000000004,15.29139,6.644852,0.5377629
827,1237645941297250733,51078,62.55941289543139,-1.08379829237778,0.629314,0.179358,1.114742,1.334845,2.014384,2.75513,2.4872349999999996,18.68137,67.83839,33.535940000000004,16.46593,1.1983030000000001
828,1237645941297250787,51078,62.450212800306396,-1.2437570921361298,0.31484,0.128322,-0.03003366,0.9239731,2.002208,3.003387,3.233798,15.853229999999998,50.54514,23.650920000000003,11.10554,0.8519884
829,1237645941297250825,51078,62.480250171928,-1.24107990966703,0.9225780000000001,0.10612100000000001,-0.03748241,0.7142968000000001,1.6016620000000001,2.732138,0.609804,24.60913,75.50613,35.79356,16.8935,1.295455
830,1237645941297250943,51078,62.5798662006699,-1.05459326927819,0.246452,0.098284,-0.14403849999999999,1.0277120000000002,1.95822,2.960314,3.585953,25.18885,77.61394,36.52006,17.78471,1.327114
831,1237645941297251013,51078,62.477367021722294,-1.15144348006329,0.37686,0.151995,0.4885389,0.8350379000000001,2.55051,3.935689,2.608048,9.289824000000001,30.27317,14.075170000000002,6.655711,0.5049505999999999
832,1237645941297251123,51078,62.5673631955537,-1.07182856259514,0.651565,0.111522,0.05940704,0.48155470000000006,1.2818180000000001,2.683462,5.459683,16.062620000000003,52.88295,24.83912,11.84413,0.8570545
833,1237645941297251138,51078,62.587378101138896,-1.2415602149958798,0.498742,0.109499,0.07246643,0.36573790000000006,1.08745,2.34183,1.8426099999999999,26.412390000000002,89.8179,39.23349,18.46898,1.3475139999999999
835,1237645941297316303,51078,62.694862455841296,-1.19464059636325,0.295165,0.089491,0.5229381,1.302497,2.699066,3.6059379999999996,4.567377,18.40065,59.374359999999996,27.820320000000002,13.16642,1.002948
836,1237645941297316313,51078,62.7012373941784,-1.1268074470118101,0.114649,0.081032,0.6335497,2.991676,4.645235,5.643365,7.163092999999999,9.234392,28.90646,14.2083,4.976274,0.5137625
837,1237645941297316335,51078,62.7205307368729,-1.1377814290235801,0.8811559999999999,0.084976,0.2073395,0.5623208000000001,0.6924551999999999,1.46464,1.879484,29.94678,102.5438,52.59875,21.58109,1.609728
838,1237645941297316388,51078,62.610359830844494,-1.09470256810799,0.29882,0.088017,0.4148902,0.2424468,1.4710940000000001,-0.02302371,-0.40812859999999995,9.541688,33.76439,15.990920000000001,7.917474,0.5789422
839,1237645941297316452,51078,62.6625772357449,-1.18814848590684,0.38460300000000003,0.05753099999999999,0.10505819999999999,0.4039938,2.860025,5.2566809999999995,6.544994,16.0804,52.23941,23.03266,10.353539999999999,0.7836378
840,1237645941297316469,51078,62.6730368440693,-1.1217821717850902,0.46525200000000005,0.080114,0.19973829999999998,0.3082007,1.464883,2.909802,4.179655,28.778609999999997,104.3926,48.282340000000005,21.03322,1.545901
841,1237645941297316508,51078,62.700930543161796,-1.19267346180914,0.8461120000000001,0.101235,0.3846436,0.48161390000000004,2.117164,2.381714,1.040858,9.24767,30.242929999999998,13.86522,6.512447,0.4789661
842,1237645941297316543,51078,62.7404843527135,-1.07722506513648,0.38716,0.07438600000000001,0.1959849,0.46114440000000007,1.497832,1.806813,3.92886,20.5817,68.52011,32.73962,14.99974,1.093791
843,1237645941297316594,51078,62.64701431718579,-1.11001079222179,0.7281880000000001,0.099872,-0.12340710000000002,-0.13496329999999998,0.2861136,1.849749,1.251771,22.71849,78.28249,37.452659999999995,15.949179999999998,1.20458
844,1237645941297316654,51078,62.7407119094557,-1.0733680836230202,0.086413,0.143785,0.23879410000000004,0.4448107,0.7933943,2.67398,0.34975959999999995,9.366703999999999,31.70065,15.62289,6.91118,0.5228872
845,1237645941297381521,51078,62.8316426979904,-1.19998080785531,0.639742,0.12932000000000002,0.07298575,-0.04458138,0.02275856,1.065583,-0.4519907,23.796879999999998,88.49562,43.47631,17.96641,1.3105200000000001
846,1237645941297381837,51078,62.7735480163861,-1.1327253648796498,0.502296,0.08708400000000001,0.4673859,0.7526202,2.174281,3.381079,3.4769870000000003,20.3987,71.23179,34.34817,15.21768,1.165442
847,1237645941297381943,51078,62.860419885237896,-1.18563476120327,0.187778,0.077662,-0.0984555,0.9825448,2.056994,3.020469,1.4786,20.24573,63.94631999999999,30.64188,13.8612,1.057043
850,1237645941297382131,51078,62.866300026629,-1.0919794150093198,0.387981,0.106128,0.1471093,1.300445,6.033901999999999,9.559357,4.889783,1.407383,4.780182,2.2434130000000003,1.028356,0.07989953
855,1237645941297447247,51078,62.8952855455748,-1.05290506934927,0.278375,0.11240499999999999,0.06055136,1.513852,3.769536,5.494655000000001,6.522494999999999,17.08241,52.8747,26.25044,12.322289999999999,0.9580502000000001
856,1237645941297447488,51078,62.94788332419029,-1.10579795320591,0.35422,0.081109,-0.5040874,1.128536,5.443079,6.4628879999999995,7.952899,1.160307,3.8327050000000003,1.8134709999999998,0.8543061,0.06319833
857,1237645941297447506,51078,62.958302222221405,-1.16822855315538,0.44666999999999996,0.092175,0.20980990000000002,0.5237622000000001,1.168085,1.428793,2.993436,23.8345,80.24651,41.535740000000004,18.840020000000003,1.3026879999999998
859,1237645941297512963,51078,63.1681682656206,-1.16576660827297,0.40412600000000004,0.064487,0.7742840999999999,2.073389,8.122896,14.92804,24.64968,11.12987,35.87822,15.69699,6.879152,0.5489321
860,1237645941297513119,51078,63.1077116273455,-1.0970667739104498,0.405803,0.14391099999999998,0.34492979999999995,0.44548540000000003,1.908005,3.448116,1.6904,14.199720000000001,50.328590000000005,23.68525,10.6749,0.8089269
861,1237645941297513221,51078,63.1766968965737,-1.1666679064443302,0.478954,0.11056300000000001,0.3720035,0.5676309,1.78656,2.43873,6.822265,10.7978,36.63528,17.68694,8.074496,0.5675587
862,1237645941297513271,51078,63.04984597142239,-1.10083284946896,0.515949,0.11691800000000001,0.06059697,0.1652418,0.9878520000000001,2.7149520000000003,2.0361569999999998,17.253339999999998,59.95222,29.549940000000003,12.85206,0.9714011999999999
865,1237645941297381759,51078,62.7588914096528,-1.09956713846466,0.15346600000000002,0.026475,5.317524,16.88297,33.724109999999996,51.63212,62.87539,2.871252,9.572606,5.368958,2.546447,0.228002
866,1237645941297381811,51078,62.749506147390896,-1.2063067060129098,0.48148500000000005,0.12331199999999999,1.494892,1.442051,5.751951,7.3265899999999995,5.4762379999999995,5.192449,18.454729999999998,8.202669,3.8608919999999998,0.3032955
867,1237645941297382147,51078,62.879769172317296,-1.07662531125618,0.334185,0.035132,-0.1757362,0.43721980000000005,4.901661,8.917515,14.5798,11.81273,38.817890000000006,17.07796,7.593994,0.5861958
868,1237645941297447327,51078,62.967435135051495,-1.2390258215894299,0.32705300000000004,0.13881,0.22120810000000002,1.9536919999999998,5.508548,10.26112,15.47458,9.251258,29.65989,13.576670000000002,6.273219999999999,0.4686356
869,1237645941297447372,51078,63.0136192007427,-1.23751034761876,0.35026,0.067344,1.054482,1.455384,4.008057,4.32522,7.032172999999999,11.00188,36.66352,17.010479999999998,8.246385,0.6260398
870,1237645941297447445,51078,62.9135498362435,-1.15146480293756,0.291143,0.08024500000000001,28.4573,33.86513,74.83215,101.265,133.5599,0.01811158,0.05962104,0.02782817,0.013778299999999999,0.001029823
871,1237645941297447515,51078,62.96440380066711,-1.213744560906,0.434151,0.080683,-0.02203717,0.161638,1.0879969999999999,1.269932,2.253244,19.74652,67.85699,31.606370000000002,14.68075,1.04145
872,1237645941297447590,51078,63.0194299720736,-1.1392694945484099,0.589202,0.078794,0.7074394,0.8921688,2.5004470000000003,5.106218,7.332769,5.899252,20.54038,9.893709,4.514918,0.3428855
873,1237645941297447603,51078,63.0266913445586,-1.15583500241733,0.625279,0.056179999999999994,-0.1548161,0.40306859999999994,1.6690349999999998,5.590749,8.06484,13.093919999999999,42.868109999999994,20.69602,8.876032,0.67002
874,1237645941297447616,51078,63.0374221597971,-1.22703551354865,0.47087700000000005,0.073305,0.5343502,0.47731759999999995,1.407823,2.1688970000000003,2.124108,18.153570000000002,62.61851,30.23995,14.25739,1.074605
875,1237645941297447633,51078,62.8935111552352,-1.0543872634148,0.961764,0.054435000000000004,0.20510370000000003,-0.07528861,0.5621967,2.1409569999999998,5.127002,21.044610000000002,76.40463000000001,38.05542,16.62475,1.203532
876,1237645941297447671,51078,62.944836724221496,-1.08817774350014,0.474463,0.084352,0.3805206,0.009213893,0.07238726,1.894348,5.7500089999999995,12.53989,43.57464,22.92022,9.980036,0.6873749
877,1237645941297512743,51078,63.089312761936206,-1.11625192926026,0.55882,0.15071500000000002,0.1939955,0.2709853,0.6111824,1.8946060000000002,4.700444,19.03974,67.39882,35.19086,14.97144,1.043901
878,1237645941297512820,51078,63.0606632947438,-1.1255700697262199,0.340582,0.07416,0.6626456999999999,1.9986650000000001,5.219505000000001,6.960417,10.36711,14.61669,46.33547,22.24585,10.50041,0.803512
879,1237645941297512882,51078,63.110418940643605,-1.11948798741018,0.312298,0.045385,1.054532,3.754001,16.37646,28.49933,45.120740000000005,8.301227,26.10418,10.46717,4.66418,0.3929273
880,1237645941297512944,51078,63.1536600891922,-1.09859389617714,0.243177,0.115052,-0.04020624,2.3547849999999997,7.6109990000000005,10.61443,11.336030000000001,4.627551,9.221825,6.724997,3.178169,0.2505341
881,1237645941297513055,51078,63.0656825740487,-1.10906438098361,0.37361500000000003,0.067352,0.208877,0.6084308,3.005868,5.062353,9.048932,14.45689,49.02753,21.89094,10.252130000000001,0.7631469
882,1237645941297513068,51078,63.0741505605089,-1.21713977001163,0.379999,0.032337,-3.095354,2.426454,11.59815,22.39576,30.46105,0.5039425000000001,1.637471,0.7341623,0.345909,0.0263563
883,1237645941297513070,51078,63.07470212360539,-1.1029306488110902,0.514813,0.05599199999999999,1.129951,1.017432,4.96863,11.19017,22.71935,3.2073549999999997,11.07358,5.140423999999999,2.318362,0.1720864
884,1237645941297513329,51078,63.1233400024263,-1.24407341382611,0.525483,0.07504,0.2649539,0.2217025,1.008298,2.242404,2.512102,15.9749,55.05966,25.75345,11.2728,0.8062989
885,1237645941297578073,51078,63.2277561888544,-1.1770394229981203,0.15448699999999999,0.010048999999999999,5.4813339999999995,38.381820000000005,124.5417,210.5454,315.0187,2.632679,5.617449,1.914505,0.8289243000000001,0.08916342
887,1237645941297578447,51078,63.3081651714174,-1.16689438922226,0.435643,0.075213,0.618121,0.8175308000000001,3.172675,4.329534,4.685903,10.63223,36.50738,17.5034,7.726186,0.5922607
888,1237645941297578512,51078,63.2042733509694,-1.2288486321796102,0.261552,0.047083,13.550889999999999,19.665879999999998,51.08633,52.94755,34.72955,0.04814282,0.16575050000000002,0.07724656,0.03561615,0.002703509
889,1237645941297578529,51078,63.2132036036594,-1.19551290149373,0.565257,0.10444200000000001,0.7146263,0.5566424,1.325041,1.9072259999999999,3.26736,14.8615,55.1393,26.363490000000002,11.92179,0.8731996
890,1237645941297578582,51078,63.245873692424794,-1.10001006054596,0.37938099999999997,0.09237200000000001,0.1455495,0.6049618,2.927866,4.217402,4.0931120000000005,16.855729999999998,60.12275,27.580059999999996,12.26202,0.9628814
891,1237645941297578717,51078,63.3259991399798,-1.0928161884530798,0.571184,0.143707,0.5337281999999999,0.44749390000000006,0.4551436,1.629851,1.218683,17.374579999999998,66.65308,35.08603,14.52519,1.107155
892,1237645941297578721,51078,63.32973068557121,-1.1455921777053502,0.38395100000000004,0.08542000000000001,0.07684308,0.2852822,1.8252830000000002,2.983719,2.844281,22.77287,83.10947,39.7752,16.79861,1.302041
893,1237645941297578738,51078,63.3370926827446,-1.09863458799724,0.307275,0.090963,0.6353153,0.5870156,3.434893,4.967212,5.047603,7.271371,25.44594,11.45914,5.402595,0.41492170000000006
894,1237645941297578830,51078,63.311619066899006,-1.1249511749142,0.43323,0.14707,0.003738296,0.3331916,0.2705567,3.6318660000000005,2.890328,11.5424,39.56219,20.56569,8.197194,0.6090319000000001
896,1237645941297643872,51078,63.403974244109705,-1.09090102067431,0.291831,0.12139000000000001,0.5079885000000001,1.9994580000000002,4.2249360000000005,6.830298,6.362718,14.691460000000001,45.50163,23.156679999999998,10.279539999999999,0.8331841
897,1237645941297643994,51078,63.387035160150994,-1.19011187387178,0.36146999999999996,0.11605,-0.2741823,0.9923046999999998,2.679192,3.5949160000000004,5.6199069999999995,12.89831,38.998000000000005,20.38465,9.306206,0.6959816
899,1237645941297709352,51078,63.52538699107329,-1.19996597643784,0.582441,0.134144,1.872443,2.206259,3.71219,5.160501,6.304002,10.54767,38.51246,18.95857,8.906673,0.6966735
900,1237645941297709491,51078,63.54602394950629,-1.08802162555933,0.6763859999999999,0.17261700000000002,0.9532531999999999,0.9448200000000001,1.382551,1.7308299999999999,3.5848370000000003,13.04405,49.21248,24.102870000000003,11.36187,0.8523554
901,1237645941297709527,51078,63.5700752312679,-1.0953920941875,0.362102,0.080938,0.49415010000000004,0.9588232,2.200764,2.380745,2.789727,15.666870000000001,60.44344,28.854020000000002,13.70858,1.058756
902,1237645941297709559,51078,63.584737260036704,-1.14562093288397,0.46996499999999997,0.09273200000000001,0.8263491,1.094694,2.57216,3.5750949999999997,4.348376,13.808679999999999,49.52675,23.16415,11.14983,0.8618005
903,1237645941297709703,51078,63.5164006493744,-1.05427305418162,0.705597,0.056317,0.6618248000000001,0.7575966,1.868091,4.415883999999999,6.6067160000000005,9.152603,32.350590000000004,14.914589999999999,7.024392999999999,0.5335143
904,1237645941297709754,51078,63.538673540587205,-1.22533559380708,0.594359,0.058915999999999996,-0.08923826,0.24504099999999998,1.216804,3.6953050000000003,3.935032,16.47985,61.60024,27.37306,11.85473,0.9497530000000001
906,1237645941297709927,51078,63.498646338567895,-1.1146601135240901,0.701852,0.067122,0.11934469999999998,0.3829807,0.7031550999999999,1.861663,2.039298,14.9438,49.26105,25.13131,10.99065,0.8847494
907,1237645941297709966,51078,63.5530902032264,-1.05203217002534,0.577815,0.140888,0.3646954,0.17221489999999998,0.3049019,1.691238,-1.539739,18.6161,73.42859,36.60152,15.64206,1.3210389999999999
909,1237645941297774751,51078,63.78085702889749,-1.22142864197358,0.164035,0.112936,0.01466711,-0.08963741,0.8184647,0.9208335999999999,-0.2416962,21.01874,80.14708,33.36772,15.00371,1.161657
910,1237645941297774888,51078,63.6859553714997,-1.12381014861376,0.26366799999999996,0.025642,0.3565868,8.113482000000001,33.95033,58.95646,74.67811,5.112789,14.58159,5.399619,2.4369009999999998,0.2309995
911,1237645941297775014,51078,63.73793029578239,-1.1364206811303301,0.323403,0.074295,1.592372,3.6651029999999998,10.355210000000001,16.78874,23.17983,11.3367,37.77657,16.35697,7.702862,0.6350858
912,1237645941297775076,51078,63.6607945348693,-1.2401831056606,0.604741,0.147229,0.9175950999999999,1.245797,2.37922,3.662213,4.539543,19.09822,71.74195999999999,32.55699,14.967839999999999,1.151996
913,1237645941297775164,51078,63.71144219377971,-1.10870677249906,0.697771,0.176534,0.7721529,1.341849,1.795151,3.0334060000000003,3.356331,19.11627,70.62201999999999,35.826029999999996,16.78279,1.242154
914,1237645941297775290,51078,63.78508077225389,-1.08333997188274,0.22347899999999998,0.068464,0.6181114000000001,3.645725,9.882264,16.10255,22.054289999999998,6.579262,20.648120000000002,9.46776,4.453393,0.3457244
915,1237645941297775320,51078,63.6508342552444,-1.2394168398193401,0.268995,0.067249,-0.252227,0.11025430000000001,1.081892,1.345653,1.101321,19.77661,70.60928,31.35125,14.27409,1.073246
916,1237645941297775393,51078,63.697054191424996,-1.13230309402171,0.397246,0.047138,-0.2712222,0.5138526,2.904824,5.181783,8.80655,5.410511,19.55807,8.872791000000001,4.1062,0.30395059999999996
917,1237645941297775408,51078,63.710455623089,-1.1785220535163001,0.38926700000000003,0.05997,-0.2044369,1.350149,5.932273,11.49269,15.73216,5.267137,17.523529999999997,7.636464,3.5447910000000005,0.2595967
918,1237645941297381624,51078,62.83884458377621,-1.11589249937164,0.445576,0.024877,0.17038129999999999,0.6679201,5.8440769999999995,13.621410000000001,20.48583,12.19909,40.88892,17.37411,7.2269429999999995,0.5828648
919,1237645941297381768,51078,62.799328967055104,-1.1463119529093502,0.15800999999999998,0.11023800000000002,1.3372680000000001,0.09623239,0.27535190000000004,-0.30881020000000003,-0.8135769,18.376720000000002,78.06548000000001,40.201840000000004,17.64551,1.2489649999999999
920,1237645941297382154,51078,62.885409681273,-1.19860197424976,0.237423,0.097227,0.3040512,0.1056952,1.240242,1.172125,0.5546142,21.125970000000002,79.11105,36.3423,16.82123,1.202123
922,1237645941297447278,51078,62.9325300502209,-1.22102904677504,0.465258,0.187564,0.5594196,1.1383889999999999,2.250443,3.5875230000000005,5.3201480000000005,17.243,60.1698,29.59543,13.6376,0.9792053
923,1237645941297447370,51078,63.009637611799604,-1.10352041104482,0.311089,0.10334000000000002,-0.41599719999999996,2.0368310000000003,7.278524000000001,13.76551,21.44577,6.296321,19.463810000000002,9.127319,4.120121,0.3223998
924,1237645941297447383,51078,63.0260417748972,-1.0642887026861,0.401796,0.11673,0.1887034,0.8456677,2.535221,3.785828,5.928856,17.97246,59.777519999999996,30.01766,13.906020000000002,1.033403
925,1237645941297447458,51078,62.9215837581625,-1.12790250829626,0.561396,0.099727,-0.2321714,0.3425017,1.245459,2.450471,6.10109,13.139560000000001,43.83757,21.8949,9.815903,0.6894892
926,1237645941297447641,51078,62.9062254926273,-1.1202020314456398,0.659086,0.051335000000000006,0.02173802,0.06475922,0.9806353999999999,3.293913,3.8282019999999997,13.066980000000001,45.234609999999996,21.58707,9.58188,0.7134132
927,1237645941297512813,51078,63.0559977515053,-1.1330911216475,0.38469699999999996,0.036045,-0.1027973,2.10622,10.905999999999999,22.91718,34.42521,6.859627000000001,20.69239,8.893469,3.8404809999999996,0.31329559999999995
928,1237645941297512979,51078,63.176434610939395,-1.20262173276128,0.296257,0.127691,0.07326577,1.216782,3.2933239999999997,4.666243,4.222847,14.74288,46.07608,21.4146,9.73739,0.7544145000000001
930,1237645941297513076,51078,63.077145410709896,-1.19620265554063,0.43302299999999994,0.029155,-0.28406859999999995,-0.03667086,1.351349,3.4233879999999997,6.534799,22.85849,76.06704,34.95333,15.151639999999999,1.076783
932,1237645941297578257,51078,63.319760889419996,-1.1895280122915801,0.2602,0.088654,0.2185176,1.1168200000000001,2.280925,2.7782,4.413668,23.75551,77.32982,38.8077,17.31646,1.258897
933,1237645941297578283,51078,63.193832956188295,-1.08261495605959,0.293987,0.092331,0.5061384,1.4820870000000002,3.1549549999999997,3.806951,3.07841,9.46959,28.75817,15.513129999999999,6.76558,0.5406473
934,1237645941297578298,51078,63.204411458281,-1.1694649415029499,0.064981,0.046819,1.161111,4.725319,7.522267,8.682257,5.283329,1.805002,5.81449,2.827794,1.284042,0.10192330000000001
935,1237645941297578312,51078,63.2110464644978,-1.06753829818509,0.444133,0.064384,1.318977,2.506708,11.01361,22.38326,29.48595,8.812334,30.98798,12.99895,5.500165,0.47499579999999997
936,1237645941297578368,51078,63.2477347747841,-1.05965694425491,0.33418000000000003,0.123152,0.2333828,1.5493709999999998,3.9489379999999996,5.8893059999999995,8.353061,9.132547,30.43233,15.11594,6.768110000000001,0.5209737
