,ObjID,mjd,ra,dec,z,zErr,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,modelFluxIvar_u,modelFluxIvar_g,modelFluxIvar_r,modelFluxIvar_i,modelFluxIvar_z
22,1237645941296464670,51078,60.664118967802104,-1.15318240556563,0.726057,0.043194,0.1893582,0.10143010000000001,1.1077540000000001,4.294896,8.230905,10.854289999999999,38.87171,17.01025,7.671759,0.5831975
23,1237645941296464700,51078,60.6972031076351,-1.09532438743326,0.665329,0.070358,-0.24136860000000002,0.016508900000000003,0.408211,1.6929049999999999,1.651598,25.65234,85.76371,39.80625,18.05837,1.378352
26,1237645941296529970,51078,60.94622495323011,-1.20541253819875,0.33814299999999997,0.10191,-0.2993743,0.7715466,3.426992,6.161867,6.348859,25.61437,82.13356999999999,34.55207,15.086110000000001,1.18776
27,1237645941296530111,51078,60.88427108973001,-1.13973253872941,0.44631800000000005,0.106727,0.08261253,0.7828285,2.391029,4.375043,7.149843,10.60074,33.81729,14.53614,7.239833999999999,0.5591151999999999
28,1237645941296530156,51078,60.920366385545904,-1.21988546065902,0.617715,0.134931,0.266407,0.6225113,1.280697,2.1644229999999998,3.9913790000000002,14.246920000000001,51.02718,23.33192,10.2743,0.7566265999999999
29,1237645941296530231,51078,60.800249450573794,-1.23984432487883,0.474304,0.035248,-0.07392636,-0.03269901,0.7640741,1.627656,3.091511,21.98544,78.51701,33.48899,15.085379999999999,1.0912549999999999
30,1237645941296530282,51078,60.8672892661776,-1.11083634672113,0.732391,0.037738,0.3404914,-0.1541327,0.7112089,2.3301369999999997,4.207951,10.83735,40.580890000000004,18.72159,7.8889380000000005,0.6161864
32,1237645941296595040,51078,61.029745074176596,-1.18590135426173,0.069201,0.090175,0.1220136,0.4261115,1.8648240000000003,0.8331264000000002,3.4569989999999997,23.76212,68.94118,34.95874,15.29095,1.315464
35,1237645941296595492,51078,60.9905470229926,-1.19313250528919,0.261507,0.046024,0.6263526999999999,3.808392,15.933810000000001,27.334529999999997,43.66814,6.631783,20.067220000000002,8.403452,3.853208,0.3204866
36,1237645941296595528,51078,61.0194390035902,-1.2025736586831202,0.35275500000000004,0.051172,0.2891469,1.126767,5.67946,10.82118,17.075039999999998,16.24445,55.363240000000005,23.26588,10.23034,0.8190619
