9.062 -2.277335 0.025945 0.027594038787389863
9.275 -2.325747 0.026021 0.027679699336708108
9.493 -2.390620 0.026265 0.027956241314027963
9.709 -2.512381 0.028371 0.030354202183804357
9.926 -2.576430 0.028542 0.03055092822465255
10.145 -2.700326 0.031620 0.034104585316464764
10.363 -2.792329 0.032207 0.03478866410825532
10.580 -2.881168 0.039155 0.0430378641666036
10.799 -3.026318 0.040468 0.044630590080203536
11.004 -3.255951 0.059292 0.0686858925292757
11.224 -3.637732 0.067590 0.08008369236522794
11.410 -4.387466 0.107950 0.14398579176078918
