8.697 -1.885777 0.035334 0.03846516547096801
8.899 -1.946033 0.035531 0.03869904384235756
9.098 -1.973933 0.037040 0.0404956393774758
9.297 -2.069294 0.037384 0.040907753508214295
9.500 -2.149011 0.038843 0.042661236262170554
9.696 -2.256536 0.039447 0.04339100234610482
9.900 -2.310525 0.039867 0.04389977478026896
10.102 -2.436244 0.043560 0.04842170153961867
10.303 -2.443295 0.043662 0.04854701131940997
10.500 -2.475568 0.047229 0.052998486109061105
10.694 -2.586584 0.048403 0.05448239990414194
10.890 -2.745304 0.050698 0.05740878982853381
11.095 -2.875107 0.065215 0.07676775743695607
11.293 -3.294720 0.077048 0.09372918473437375
11.486 -3.748732 0.107915 0.1439239565442172
11.675 -4.767003 0.238380 0.5707786688636522
