8.885 -1.984735 0.031490 0.033952733009031455
9.086 -2.041652 0.033234 0.03598947464877478
9.285 -2.085473 0.033367 0.03614506611145396
9.487 -2.187334 0.033740 0.03658346282527214
9.683 -2.271440 0.034958 0.0380198667294982
9.885 -2.321952 0.035249 0.03836504383045991
10.090 -2.417899 0.038534 0.04228843470445254
10.286 -2.444257 0.038717 0.04250997232283549
10.488 -2.467781 0.038863 0.042685238139674286
10.686 -2.579131 0.043738 0.04864142807715188
10.881 -2.665421 0.044714 0.049851071927152546
11.076 -2.937425 0.062079 0.0724563983788804
11.265 -3.237811 0.067067 0.07934962931487055
11.455 -3.863089 0.095606 0.12277461374240639
11.605 -5.330934 0.303170 999.0
