      7.0000001      -0.4149318      -1.3914623       0.3224069
      7.1000001      -0.5258143      -1.4744256       0.1895925
      7.2000001      -0.6366984      -1.5573900       0.0567760
      7.3000001      -0.7475843      -1.6403557      -0.0760430
      7.4000001      -0.8584725      -1.7233232      -0.2088652
      7.5000001      -0.9693636      -1.8062927      -0.3416913
      7.6000001      -1.0802583      -1.8892650      -0.4745224
      7.7000001      -1.1911577      -1.9722406      -0.6073598
      7.8000001      -1.3020629      -2.0552205      -0.7402052
      7.9000001      -1.4129754      -2.1382057      -0.8730605
      8.0000001      -1.5238971      -2.2211977      -1.0059284
      8.1000001      -1.6348304      -2.3041982      -1.1388121
      8.2000001      -1.7457783      -2.3872094      -1.2717158
      8.3000001      -1.8567446      -2.4702340      -1.4046445
      8.4000001      -1.9677340      -2.5532756      -1.5376047
      8.5000001      -2.0787525      -2.6363386      -1.6706047
      8.6000001      -2.1898077      -2.7194284      -1.8036547
      8.7000001      -2.3009090      -2.8025520      -1.9367677
      8.8000001      -2.4120684      -2.8857181      -2.0699600
      8.9000001      -2.5233010      -2.9689379      -2.2032521
      9.0000001      -2.6346256      -3.0522251      -2.3366698
      9.1000001      -2.7460661      -3.1355973      -2.4702457
      9.2000001      -2.8576526      -3.2190764      -2.6040208
      9.3000001      -2.9694227      -3.3026901      -2.7380465
      9.4000001      -3.0814242      -3.3864733      -2.8723879
      9.5000001      -3.1937168      -3.4704699      -3.0071267
      9.6000001      -3.3063760      -3.5547351      -3.1423656
      9.7000001      -3.4194966      -3.6393384      -3.2726665
      9.8000001      -3.5331982      -3.7243674      -3.4030971
      9.9000001      -3.6476311      -3.8099324      -3.5342046
     10.0000001      -3.7629848      -3.9006667      -3.6606587
     10.1000002      -3.8794976      -3.9967644      -3.7886947
     10.2000002      -3.9974697      -4.1057622      -3.9187222
     10.3000002      -4.1172790      -4.2312995      -4.0358566
     10.4000002      -4.2394010      -4.3732212      -4.1457488
     10.5000002      -4.3644346      -4.5191162      -4.2494251
     10.6000002      -4.4931338      -4.6700135      -4.3516750
     10.7000002      -4.6264475      -4.8272082      -4.4573063
     10.8000002      -4.7655708      -4.9923309      -4.5671948
     10.9000002      -4.9120077      -5.1674344      -4.6810331
     11.0000002      -5.0676521      -5.3551029      -4.7905487
     11.1000002      -5.2348878      -5.5585898      -4.9019147
     11.2000002      -5.4167163      -5.7841737      -5.0190225
     11.3000002      -5.6169159      -6.0388764      -5.1433590
     11.4000002      -5.8402434      -6.3251410      -5.2767957
     11.5000002      -6.0926872      -6.6511398      -5.4216890
     11.6000002      -6.3817863      -7.0271608      -5.5810052
     11.7000002      -6.7170317      -7.4661562      -5.7584789
     11.8000002      -7.1103717      -7.9844317      -5.9588114
     11.9000002      -7.5768486      -8.6025147      -6.1879214
     12.0000002      -8.1353993      -9.3462481      -6.4532604
     12.1000002      -8.8098642     -10.2481659      -6.7642087
     12.2000002      -9.6302563     -11.3492261      -7.1325758
     12.3000002     -10.6343599     -12.7009917      -7.5732290
     12.4000002     -11.8697426     -14.3683768      -8.1048848
     12.5000002     -13.3962884     -16.4331031      -8.7511063
     12.6000002     -15.2893869     -18.9980525      -9.5415573
     12.7000002     -17.6439478     -22.1927455     -10.5135827
     12.8000002     -20.5794555     -26.1802386     -11.7141965
     12.9000002     -24.2463320     -31.1658079     -13.2025861
     13.0000002     -28.8339471     -37.4078809     -15.0532640
