8.856 -2.142482 0.026338 0.028038991536903257
9.069 -2.165482 0.028023 0.02995656684125647
9.286 -2.205679 0.028150 0.03010168611720987
9.501 -2.312500 0.029468 0.03161364835800917
9.721 -2.393187 0.029847 0.03205040628296629
9.935 -2.478306 0.030192 0.03244855344367714
10.152 -2.559309 0.033085 0.03581477718104775
10.369 -2.617431 0.033434 0.03622393637067933
10.584 -2.683650 0.038618 0.0423899551166218
10.800 -2.780285 0.039497 0.043451389855146516
11.010 -3.085995 0.057138 0.06581060940540873
11.214 -3.417107 0.062739 0.07335808233490981
11.426 -4.060942 0.084782 0.10544877543684272
11.615 -4.813786 0.154851 0.24290987847096446
11.800 -5.596069 0.303006 999.0
