9.329 -2.468045 0.028581 0.030595584888967853
9.537 -2.560390 0.031959 0.03449911007146378
9.750 -2.698092 0.032678 0.03533781423922289
9.965 -2.868460 0.034023 0.03691709339213034
10.182 -2.974942 0.037527 0.041079297505585366
10.397 -3.085183 0.038632 0.042407242367554776
10.609 -3.196114 0.048739 0.05490827210410654
10.822 -3.372997 0.052080 0.05918688393293614
11.019 -3.643562 0.076551 0.0929949898064395
11.219 -4.023773 0.089756 0.11327050856111498
11.430 -4.729997 0.146493 0.2227022257397806
11.657 -5.470359 0.240848 0.5870308882235982
