8.683 -2.957607 0.056120 0.0644635
8.886 -2.907323 0.049709 0.0561435
9.071 -2.939792 0.054706 0.062604
9.245 -3.015556 0.055898 0.0641707
9.449 -3.007438 0.055410 0.0635279
9.636 -3.000404 0.056678 0.0652007
9.825 -2.785589 0.043523 0.0483756
10.017 -2.853341 0.046870 0.052547
10.214 -2.853341 0.046870 0.052547
10.392 -2.870600 0.047761 0.0536694
10.580 -2.757560 0.042206 0.0467537
10.773 -2.795349 0.043991 0.0489542
10.971 -2.940899 0.052256 0.0594151
11.149 -3.195763 0.067826 0.0804151
11.309 -3.397409 0.083933 0.104136
11.517 -4.040862 0.160533 0.2574426
11.650 -4.739832 0.301030 999.9000244
